ions;SNF3_untreated;car1_untreated;NPY1_untreated;MSW1_untreated;RNR4_untreated;GRX5_untreated;aah1_untreated;AMD2_untreated;MSM1_untreated;URA1_untreated;GPR1_untreated;IMD4_untreated;RNR1_untreated;LEU1_untreated;URA10_untreated;LPD1_untreated;FUM1_untreated;CHO1_untreated;FUN26_untreated;DAL7_untreated;ALD5_untreated;FCY21_untreated;NIT1_untreated;uga1_untreated;pnp1_untreated;CIT2_untreated;CRD1_untreated;FUI1_untreated;AVT3_untreated;TPN1_untreated;HOM6_untreated;PHO84_untreated;BNA4_untreated;FBP1_untreated;RGT2_untreated;LSC1_untreated;PUT1_untreated;FAA2_untreated;NIT2_untreated;GLR1_untreated;SUC2_untreated;ODC2_untreated;ADH3_untreated;FEN2_untreated;PNC1_untreated;HOM2_untreated;AVT1_untreated;SHM1_untreated;ERS1_untreated;DIC1_untreated;ALD4_untreated;BAP3_untreated;RBK1_untreated;hmg2_untreated;FUR4_untreated;BNA3_untreated;AAT2_untreated;MST1_untreated;ILV1_untreated;YCF1_untreated;ADE8_untreated;MLS1_untreated;IZH2_untreated;ARO1_untreated;MEP2_untreated;BAT1_untreated;STE2_untreated;IMD2_untreated;TAT1_untreated;GDA1_untreated;LYS12_untreated;STR3_untreated;GAP1_untreated;ALT1_untreated;VBA1_untreated;VBA2_untreated;LEU4_untreated;GCV2_untreated;FUR4_estradiol;AVT1_estradiol;ARO1_estradiol;LYS12_estradiol;VBA1_estradiol;MSW1_estradiol;uga1_estradiol;MST1_estradiol;IMD2_estradiol;GAP1_estradiol;SUC2_estradiol;BNA4_estradiol;HOM6_estradiol;GPR1_estradiol;MSM1_estradiol;WT_estradiol;CHO1_estradiol;BNA3_estradiol;SNF3_estradiol;STR3_estradiol;VBA2_estradiol;FUM1_estradiol;FCY21_estradiol;hmg2_estradiol;RNR1_estradiol;ALD5_estradiol;NIT1_estradiol;LEU1_estradiol;ADE8_estradiol;RNR4_estradiol;FEN2_estradiol;PHO84_estradiol;RGT2_estradiol;ODC2_estradiol;BAT1_estradiol;GCV2_estradiol;NPY1_estradiol;YCF1_estradiol;FUI1_estradiol;GRX5_estradiol;AAT2_estradiol;LEU4_estradiol;MLS1_estradiol;STE2_estradiol;ILV1_estradiol;DAL7_estradiol;LSC1_estradiol;MEP2_estradiol;TPN1_estradiol;AVT3_estradiol;URA10_estradiol;BAP3_estradiol;pnp1_estradiol;FBP1_estradiol;RBK1_estradiol;FUN26_estradiol;IMD4_estradiol;NIT2_estradiol;CIT2_estradiol;AMD2_estradiol;ALT1_estradiol;aah1_estradiol;SHM1_estradiol;DIC1_estradiol;TAT1_estradiol;ALD4_estradiol;URA1_estradiol;ADH3_estradiol;HOM2_estradiol;PUT1_estradiol;PNC1_estradiol;FAA2_estradiol;GLR1_estradiol;ERS1_estradiol;IZH2_estradiol;LPD1_estradiol;CRD1_estradiol;GDA1_estradiol;car1_estradiol;thaumatin;hydroxyurea;alphafactor;pentostatin;fluvastatin;aminooxyacetate;dmso;atorvastatin
N6-(12-Dicarboxyethyl)-AMP;-0.11243178;0.11233964;-0.320190695;0.418302457;-0.194564176;0.428229055;0.096735571;-0.026279464;-0.446845922;0.523085487;-0.332316511;0.265747639;-0.37675983;-0.013977251;0.238712637;-0.067565807;0.227098157;-0.17009535;-0.196540943;4.010395342;-0.117508347;-0.103206541;0.515521873;0.259163737;-0.079917626;1.306269673;-0.288558008;0.077630996;-0.044574882;-0.255793446;-0.288471919;-0.129584348;-0.076117218;-0.035453203;-0.459619003;0.198224692;0.079292599;-0.144906258;0.24237308;-0.06283846;0.035756566;-0.347125004;1.124587252;-0.558133289;-0.265755787;-0.304972897;-0.320732561;-0.070962281;0.170113883;-0.520054837;0.02852245;-0.593651455;-0.24360473;-0.38215547;0.165048859;-0.038156128;-0.366616883;0.719007137;0.722224621;-0.34003071;-0.325864894;-0.38943261;-0.222684882;-0.27897644;-0.25450039;-0.347952956;-0.969887937;-0.079051479;0.070226404;-0.14676585;0.084342654;-0.16280415;-0.30603417;-0.349423585;0.053552351;3.372607354;-0.12047291;-0.273718166;0.468627657;-0.537570236;0.367784762;0.465416252;-0.010620991;0.187574732;0.252730883;-0.078991193;0.250516519;0.069378701;0.161248049;-0.151774937;-0.448994849;-0.322709669;-0.162482322;-0.358770872;-0.114847802;-0.197671768;0.11510991;-1.155612553;0.147355175;1.044522534;-0.506765302;0.060957946;1.311310072;0.451278034;-0.964972998;-0.148063234;-0.816931501;-0.433499352;-0.235460362;0.00237782;-0.746523779;0.312588238;-0.171553828;0.476627794;-0.33413636;0.007142432;-0.45292035;0.873618216;-0.526625991;0.670021087;-0.275306147;-1.319257432;-0.648768447;5.546511164;-0.296627143;-0.032237226;-0.516130335;-0.101656488;0.057165512;-0.788358276;0.700363656;-0.77017497;0.517437114;-0.307663694;-0.031374092;0.779711326;1.290793492;0.692776649;-1.099092049;-0.397168976;0.301151204;-0.029673197;0.965241709;0.282954451;-0.167914557;-0.327787329;-0.252713993;0.36684559;0.104199;-0.029410032;-0.734157873;0.304566645;0.05387674;-0.012846008;-0.156773172;0.123361227;-0.099154507;0.14538026;0.381460805;0.363174096;0.300600618;0.146853597;0.041033353;-0.223907258;0.396280839
dTTP;-0.353680198;0.176742713;-0.220321726;-0.421694765;0.134705165;-0.005979674;-0.128424451;-0.127108828;-0.276260022;-0.426472571;0.174164681;-0.012151322;-0.304868486;0.463164632;0.07350678;-0.012311718;-0.04868998;0.301261876;0.046588319;-0.232351707;0.378131703;-0.310853789;-0.487923361;0.221371313;0.257759264;-0.425323609;0.231312875;0.576437175;0.284362074;-0.183072154;-0.141132092;-0.096117467;0.157088807;-0.252401682;-0.076000735;0.328099753;0.336098929;-0.08983996;0.110501581;-0.114664002;-0.513585035;-0.134270479;0.061432602;-0.087871115;-0.07649908;-0.425168756;-0.08905128;0.200040626;0.0220689;-0.052744901;0.497584409;-0.117141448;-0.330645684;-0.271457501;-0.033411564;0.055616143;-1.017987622;-0.07230584;-0.651063277;0.029612126;1.08877688;-0.278788462;-0.03470027;0.323906526;-0.31156926;-0.273649431;0.158702794;0.228228483;-0.103954707;0.023784988;0.40180856;-0.42295032;0.184682453;-0.693753105;0.06269546;-0.19618009;-0.367262695;-0.206446612;0.77223349;-0.271417896;0.787055587;0.994720707;0.101314303;-0.79196036;0.090021413;0.165237669;0.265385304;-0.027604086;-0.927078513;0.943603547;-0.290619338;0.250843849;-0.613294807;-0.006920615;0.341776286;0.42676422;-0.368191136;-0.357055846;-0.12818591;0.038848734;-0.288763301;-0.689555155;3.005435749;0.140357949;-0.278206609;0.322042505;1.557013007;0.622983748;0.040574383;0.327340726;-0.251667936;-0.125623808;-0.534415564;-0.402528357;-0.089495018;-0.078041045;0.937548162;-0.079183051;-0.945241612;-0.40484192;-0.355585897;0.684779791;-0.863460808;-0.766886298;0.327993632;-0.284209733;0.159288413;0.536584833;0.106314975;-0.286940866;0.490035183;-0.542227267;0.154519241;0.666714172;-0.889866012;-0.219936376;-1.255167189;0.239818657;-1.063932208;-0.103688994;-0.092891809;0.007640728;0.104514915;0.387849042;-0.996557064;0.052316896;-0.328213094;0.563833204;-0.501584212;-0.315855509;-0.346287157;-0.148882755;0.509064952;0.013828407;0.066288137;-0.217469074;0.375491997;0.135491895;0.40696038;0.06555796;0.386018801;0.097758452;0.095635342;0.035866597;0.536663061
CTP;-0.079640757;0.084444163;-0.259782283;-0.312908513;0.078577279;0.268312309;-0.060064141;0.27480534;0.244055071;-0.148462426;0.202244981;0.301645922;-0.063582369;0.304110691;0.29572864;0.500143308;0.295383011;0.690787592;-0.175189651;0.347143476;0.460609944;-0.381066595;-0.709700764;0.101298666;-0.15142769;-0.585313615;-0.049934638;0.476346767;0.619640827;-0.245658782;-0.260439254;0.110278339;-0.138043335;-0.101377033;0.251589925;0.080361945;0.20382013;-0.211669694;0.43172489;-0.045572939;0.036547489;0.059527368;0.405616051;0.052815123;0.161100243;-0.63112686;-0.301012896;0.214514936;-0.184152618;-0.501093163;0.582748816;0.362320843;0.044716572;-0.087421553;0.070728438;-0.408314184;-1.200988169;-0.502105279;-0.588407565;-0.033689852;-0.158852019;-0.399503751;0.05209493;1.076326331;-0.451762093;-0.820561353;-0.376905113;0.278960693;0.114841588;-0.01864933;0.768914025;-1.090498418;0.382056861;-0.657753047;-0.323765602;0.910852774;-0.330632757;-0.137601892;1.520203999;-0.026408595;1.211642819;1.175446855;-0.197895365;-0.517796087;-0.372154283;0.596394833;-0.217476106;-0.05155065;-0.83707183;0.968505173;-0.48810732;0.269660509;0.337152938;-0.406411052;-0.119010834;-0.094741677;0.0204688;-0.895264822;1.561185607;0.760054075;-0.795860813;-0.4935968;1.394316263;0.144637625;-0.317248393;0.782433616;0.371579761;0.771255498;0.238899066;1.533352199;-0.659262964;-0.068925087;-1.197576165;-0.113895697;0.241068191;-0.66052629;1.278532285;-0.374796038;-1.176591865;-1.14281318;0.37984541;-0.492001585;-1.298530781;0.207689524;-0.358567482;-0.615898061;0.040131231;0.709139087;0.779992704;-0.559358671;0.631215205;-0.207253603;0.951525201;0.473444584;-0.11370214;-0.099345482;-1.350970196;1.063616899;-1.597636272;-0.723200644;0.214971025;-0.33062399;0.423385811;0.535850609;-0.144225335;-0.132983636;-0.321787684;0.885617601;0.284802687;0.141431197;-0.754840453;-0.713707248;-0.153625759;0.347598801;-0.139343192;-0.144754474;1.075168276;0.174271574;0.334175199;0.170550849;0.759957449;-0.076943017;0.095231704;-0.101908352;0.319744623
UTP;-0.150192912;0.106479832;-0.174829562;0.02753116;0.10117102;-0.959470842;-0.089005164;-0.282347013;-0.344722823;-0.43728338;0.036667067;-0.308998455;-0.049252438;0.039896879;0.163112134;-0.055550031;-0.065851811;0.364712345;-0.013303044;0.33927785;0.314287469;-0.527047;-0.476380907;0.097604239;-0.140172303;-0.463055961;0.273228976;0.613995507;0.494443172;-0.074577379;-0.117346516;-0.032327926;0.225417766;-0.095959687;0.016919688;0.109857857;0.366877885;0.00536891;0.253108165;0.068881538;-0.215446894;0.141004656;0.286902558;-0.07221887;-0.15658414;-0.391647845;0.030127474;0.048378519;-9.97E-05;0.317239656;0.512032527;0.187353647;-0.233623436;-0.31251878;-0.19129462;-0.172435864;-1.056314224;0.203317755;-0.740092737;0.133950675;0.462477761;-0.530497458;0.194172114;0.403853566;-0.311437386;-0.625481931;-0.771547717;0.300239446;-0.17156246;0.591480475;0.275810286;-0.217335279;0.346451734;-0.92566743;0.319706834;-0.188486048;-0.037660644;-0.195732646;0.003845079;-0.190573421;0.830679986;0.85589197;0.138884171;-0.58596005;0.259938207;0.787256616;0.536217179;0.11585681;-0.424950797;0.496554082;-0.114561002;0.802434357;-0.204315498;0.30218985;0.646312392;0.405642425;-0.011523453;-0.068749204;0.182642812;0.135607241;-0.820252383;-0.2242172;0.191583587;0.067460359;-0.066409646;0.024818364;0.786080466;0.22122377;-0.287994791;0.639036516;-0.250733147;0.496345577;-0.931315837;-0.60863205;-0.236095321;-0.240907253;0.740442779;-1.425600011;-1.100896961;-0.179689437;-0.549796596;-1.140386416;-0.33844778;0.036316229;-0.035150371;0.241614902;0.306772358;0.510386352;-0.269605188;-0.223781232;0.093659124;-0.639181343;0.049538963;0.570967958;-1.287652769;-0.261400484;-1.204426416;-0.032519771;-1.134584149;-0.497941905;-0.23773717;0.766962337;-0.451979446;0.69120327;-0.775637771;0.628138812;-0.06364878;0.635565;-0.338515918;0.043497968;-0.411898102;0.26057328;0.547006372;-0.167508765;0.172531571;0.059270902;0.638898888;0.186180195;0.217798454;0.215887774;0.56744651;0.05328321;0.148061815;-0.025130835;0.414757168
CDP-choline;0.033812114;0.157857814;-0.348187773;-1.142693115;-0.206084326;-1.196593356;0.302922963;0.061887265;-0.379591317;-0.037681259;-0.555733102;-0.219964474;-0.682266619;-0.014967782;0.789012546;-0.319515084;-0.421698438;0.68418924;0.527867082;0.307010085;0.434972364;0.091730046;0.323635594;0.48273393;-0.269846056;-0.840768184;1.898675416;0.11398333;0.817762487;-0.8389285;-0.725958842;-0.694844265;-0.129450657;-0.744968649;0.330515807;0.21612317;-0.376566448;0.360707934;1.063119982;-0.059915382;-0.384145948;-0.370628793;0.409331081;-1.111635817;-0.764988833;-0.23974352;-0.843212601;-0.068691714;0.074507884;-0.198439294;0.564885894;-1.209290831;-0.557444935;0.19731098;0.313033491;0.964408126;1.07217636;1.294579894;0.034280764;0.192736919;-0.362878717;0.621829532;0.360552628;-1.517489981;0.186923745;0.003070283;-0.335000457;0.282209219;-0.724512398;0.738852651;0.189023573;0.686090419;0.42423421;0.466847377;1.343693303;0.119716921;0.616715283;0.249150145;1.058402436;-0.56442944;0.024214048;1.082305696;0.487765436;-0.814937403;-0.449499123;1.135304913;0.558963728;0.526233251;-0.224675922;0.163126712;-1.125787759;0.015716254;0.033566931;-0.603782472;0.230353339;0.527238742;-0.006005687;-0.465234309;-0.612627574;0.234741937;-0.424459035;0.605846085;-0.491464153;0.569355831;-0.229783073;0.468047416;-0.453498245;-0.20203209;-0.103046212;-0.007197746;-0.129556471;0.068978517;-0.475454395;1.199664658;-0.858338615;0.508456463;0.208317436;-0.682248934;-0.399399833;0.410428556;0.597042792;-0.87247847;-0.354702642;0.165255663;0.194399954;-0.15439195;-0.663217117;0.388980596;0.027390675;-0.653172876;1.351151581;-0.739923119;-0.260853776;-0.035723514;-0.071075531;0.862144394;-0.1247312;0.25882994;-0.14977246;0.375918088;0.274600452;1.303394057;0.938118799;0.959253911;0.218351573;-0.099417073;-0.980914935;0.616041705;0.112904618;-0.037300942;-0.706073923;-0.47072546;0.971409268;0.047214898;0.614468798;0.110706328;-0.580195691;0.349009996;0.358346392;0.27411912;0.482415611;0.328689605;0.29573762;0.384158781;0.504982728
Trisaccharide;-0.530065867;-0.622033413;-0.015242962;-0.587946167;-0.209173941;-1.076014545;1.48828588;-0.960051594;-0.312552455;-0.819661053;-0.252450613;-0.648626832;-0.012037599;-0.698597237;0.378797351;0.185975163;-0.628588021;0.564235386;-0.105098851;-1.410569198;0.115638982;0.167581813;0.065395032;0.168608469;-0.917745969;-0.328669327;0.123610176;-1.006212326;-0.044907311;-0.895106264;0.081065885;1.244904617;0.2677499;-0.657112149;0.347369728;-0.31532635;-0.883281611;0.276806969;0.211817232;0.117855929;-0.475125353;0.052983498;0.33506488;-0.600666432;-0.743728474;0.290885141;-0.623875723;-0.658674617;0.311855422;-0.003939748;-0.018472595;-0.26296394;-0.915436622;0.718546774;-0.271602512;0.021600279;1.900966894;-0.502270461;-0.133432998;0.514113712;0.017342033;-0.397132905;-0.095048381;-1.351899158;-0.185999083;1.131464798;1.185693086;0.096178149;-0.184467418;-0.274679114;-0.871018178;1.125292974;-0.211333659;0.963212685;0.87699634;-0.127439109;0.084741059;0.074863122;-0.095637865;0.254030956;-1.605250661;-1.286568313;0.811804939;-0.601848257;0.266979448;-0.326921113;-0.187578748;-0.215489844;-0.576286431;0.576040217;-0.620131974;-0.078298516;-0.047173321;1.305795364;-0.16645989;0.373457869;-0.531393973;0.838825823;-0.059029366;-1.110788588;0.207411147;0.528589472;-0.502804395;-0.25455502;-0.480662088;-1.077956791;-0.40660166;-0.053287615;-0.624421766;0.484867134;0.135639264;0.379993008;1.080034365;0.357761836;-0.404686254;0.36564369;-1.638897784;-1.118671743;1.327334103;0.451816708;-0.440709215;0.11472419;-0.007151398;-1.150864414;0.910820993;0.074539133;-0.078079013;-0.266137242;-0.029804857;-0.354317374;-0.167440372;-0.963673018;-0.771904506;0.531041163;-0.533992572;-0.186037213;-0.497646451;-1.169157094;0.799820311;0.52735651;-0.177799483;-0.039154142;-0.553669734;0.320861674;-0.692136506;0.225946147;-0.197569033;-0.974298591;-0.072161085;0.440437966;0.246942212;-0.195513192;1.165158871;-0.444623512;0.236208093;-0.407871062;-0.037337092;0.246245997;0.088214218;0.279191112;0.364522453;0.142608582;-0.145311933;-0.085184188;-0.133903377
ATP;-0.306462198;0.073124744;-0.120337338;-0.241363362;-0.10712533;0.53125437;-0.385826037;-0.308594359;-0.30896163;-1.076268958;-0.318436234;-0.268432375;0.1511819;-0.059467997;-0.107892794;-0.036123877;0.218436575;0.134408661;-0.184495203;-0.387819384;0.262920096;-0.582467044;-1.031267237;0.033187002;-0.419682816;-0.752906195;0.137597343;0.330777504;0.357824391;0.076715349;-0.000181221;-0.210940708;-0.053879322;-0.229884461;-0.059887975;-0.093743344;0.560926445;-0.191488021;0.051579309;0.102287252;-0.194566516;-0.033253363;0.604404421;-0.106075769;-0.05189626;-0.310370629;0.097819089;0.25987183;-0.19811722;0.049567817;0.384021531;0.368513248;-0.163408063;-0.366180915;-0.322380254;-0.335967053;-0.562721181;-0.29708984;-0.847867164;-0.039966029;-0.1113327;-0.485136572;-0.044653361;0.531495437;-0.459128336;-0.025809238;0.778602717;-0.000899205;-0.262174571;0.407989442;0.233376732;-0.683642173;0.125701853;0.051522861;0.011897593;0.295881068;-0.276554225;-0.394746669;-0.399617631;-0.084732391;1.157748212;1.062032303;-0.168277368;-0.500964655;-0.017337911;0.29045926;-0.258332563;-0.133747449;-0.29437185;-0.01616332;-0.131190097;-0.239834778;-0.16261829;0.769317234;-0.053764266;-0.083675673;-0.180722445;-0.604899283;1.993491563;0.410186418;-0.639735812;-0.338230529;0.657279733;-0.058014128;-0.157143988;-0.265331783;0.380994748;-0.295887682;0.025710463;0.29863936;-0.224271651;-0.007811673;-0.600002513;-0.478409227;-0.107950862;-0.748777801;0.381367673;0.963425122;-0.521691713;-0.561860003;-0.095837283;1.416414991;-0.807545146;-1.222889179;-0.389298897;-0.293050904;0.372812064;0.338437956;-0.282427569;-0.281500691;-0.132460117;-0.504132551;0.374070999;0.183730454;-0.737645196;-0.700394699;-1.267456797;0.278073764;-0.282042627;-0.556336621;-0.037467605;-0.135509183;-0.235600061;0.430049922;-1.368584636;0.656060933;-0.075295628;0.610431055;-0.2151609;-0.369121373;-0.279324243;-0.156302131;0.292910633;0.021324268;-0.246892164;-0.092095506;0.349551272;0.044675782;0.236248789;0.250262017;0.581334394;-0.087254388;0.048286289;-0.136338421;0.326086102
GTP;-0.526094542;0.139716342;-0.413014982;-0.167872031;-0.152224648;0.316448522;-0.152109708;-0.75144032;-0.3720438;-0.443170768;-0.460316962;-0.963267212;-0.523114066;-0.175762771;-0.230957395;-0.361535562;-0.44977273;0.503432132;-0.216853087;0.039904097;0.281753901;-0.664428034;-0.448757477;0.180990581;-0.458057545;-0.598478808;-0.019037712;0.425711835;0.510986113;0.10785716;0.37223938;-0.093383744;-0.060419875;0.060876725;0.247197571;0.024489409;0.364658136;-0.005904576;0.486584464;0.640739815;0.045650005;-0.218662498;0.45217417;-0.296438188;-0.143815288;-0.254629516;0.28901192;0.032942481;0.279605126;-0.126607601;0.478943053;0.487658922;-0.519697317;-0.349067348;-0.37107346;-0.27631308;-0.754269181;0.390080113;-0.617318862;-0.001531862;-0.170482804;-1.059944407;-0.080617613;0.430278118;-0.187670606;-0.505160726;0.297546205;-0.213199275;-0.347594188;0.775615555;0.182290401;-0.443334152;0.174987766;-0.463211042;-0.114309857;0.59345776;-0.075356382;-0.408953895;-0.454442345;0.092670107;0.445826328;1.014937671;0.118110419;-0.480741757;0.551216749;0.406657779;-0.747195436;-0.249692715;-0.367414213;0.276673556;0.278362567;-0.367571339;-0.181743973;0.834205101;0.283758809;0.11130969;-0.196783458;-0.32392792;0.584201747;0.007061417;-0.98935701;0.232376059;-0.715018267;0.058450551;-0.136870174;-0.473606297;0.0169674;-0.188494013;-0.48835247;0.561338388;-0.186895045;0.235532477;-0.300425553;-0.692665689;-0.367022788;-0.718316162;-0.002207177;0.357478846;-0.46078324;-0.459796525;-0.225561779;0.524035954;-1.065861419;-0.473989451;-0.630725468;0.068769011;0.462802151;0.256729113;-0.148218015;-0.185130558;-0.165678976;-0.364947139;0.015960591;0.548165124;1.410723836;-0.154094376;-1.137119297;-0.500931793;-0.884237161;-0.862626225;-0.10581973;0.220832651;-0.292304785;0.135867904;-1.390598489;0.34664848;-0.033614981;0.690639811;-0.620146465;0.017271224;-0.105384305;0.633137189;0.19311387;0.014286012;-0.360604061;0.93655975;0.474804001;0.069838629;-0.144776501;-0.081673025;0.520545242;-0.410693502;-0.321315871;-0.633638014;-0.205921287
ADP-ribose;0.226464164;0.468074877;0.396587778;-0.156502902;0.085802438;-0.136786924;-0.115131551;-0.139394389;0.090053085;-0.571335677;-0.496895549;0.248330421;0.296081333;-0.488467776;0.66298693;0.779716407;0.210825518;-0.317653307;-2.371339813;-0.679455507;0.05609214;-0.018093206;-0.242730651;0.950905287;-0.00936859;0.105540213;-0.275898138;-0.845513894;0.039451231;-0.076542421;-0.289149698;0.166946303;-0.47080925;-0.198952178;0.367554368;-0.078283012;0.470159985;-0.233361461;0.489803264;0.240814956;0.054017212;0.79635918;0.876402064;0.325807372;0.077242936;-0.604792359;-0.015347051;0.180077041;0.558065569;-0.207262903;0.68144329;0.522583048;-0.041898692;0.181789618;-0.112930192;-0.134812335;-2.515456753;0.15458507;-0.011007368;0.071483184;-0.173324679;-0.668934598;0.419571746;-0.727611134;-0.646513309;-0.569908005;-0.12011007;0.627223032;-0.55385593;0.080476727;0.012086761;-0.549908523;0.239148259;-0.296816175;-0.09245808;0.6417487;-0.352364724;0.123515552;0.559677029;-0.032669073;-0.57993347;-0.011887184;-0.189262075;-0.676664942;0.614638614;1.154226594;0.075963481;0.316519478;-0.465686372;-0.313164656;-0.457151889;-0.232327047;0.105977031;0.064626909;-0.442621422;0.031930946;-0.145639729;-0.703783507;0.359286972;-0.014512376;0.196008464;-0.177585253;1.226015368;-0.585369519;0.254571086;-0.163025868;-0.185020469;0.334654306;0.928416272;0.574275277;-0.583280922;0.640457534;0.064512306;0.517634431;0.025105761;0.018188483;-0.377065469;-0.306259416;-2.351961416;0.270500584;-0.312738239;0.900364495;0.512560689;-1.39215199;-0.320930409;-0.139471085;-0.151568692;0.510585697;-0.017059642;-0.159119737;0.508094407;-0.698530211;0.273814919;0.235482428;-0.149597098;-0.458679401;-0.60557177;0.040748734;-0.132210271;0.580952003;-0.106243075;-0.017822508;-0.34512346;1.099326591;-0.436794533;0.070302737;-0.278179827;0.264971691;0.142425426;-0.006040542;-0.2031868;0.101352186;0.791763076;0.432154681;-0.016020862;-0.355091914;0.046529092;-0.212151075;-0.193920918;-0.208057059;-0.198089061;-0.20877244;-0.204628411;-0.202591228;0.014271011
dTDP-hexose;-0.281062361;0.242289945;-0.224472239;-0.438666702;0.2782546;-0.683939165;-0.107681262;-0.181195988;-0.188259078;-0.062237339;0.537528068;-0.195511079;0.786564651;0.580159379;0.195715269;0.314072365;-0.227870146;0.992753772;-0.239767643;-0.479368504;0.147542652;-0.234529188;-0.614730886;0.36823415;-0.004394092;-0.372423768;0.137953495;0.414086851;0.244099878;-0.227083029;-0.59291197;0.012082649;0.08198594;-0.305899878;-0.099360746;0.091814473;0.168287658;-0.066423768;0.195343955;-0.217628282;-0.630292578;0.075475744;0.359208677;-0.022745559;-0.191467782;-0.603355384;-0.286914412;-0.030934699;0.16130356;0.004225895;0.46470845;-0.121774838;-0.428686369;-0.172322965;-0.150195278;-0.035161817;-1.114725091;0.1585288;-0.597031053;0.055910605;0.64104958;-0.407664379;0.345835617;0.952614585;-0.637350077;-0.400572203;0.34739378;0.134569051;-0.17642913;0.197452251;0.924891332;-0.356944309;0.310812114;-0.510052641;0.111294455;-0.76064264;-0.489257847;-0.29108393;0.659366108;-0.492480417;1.792983926;1.214407967;-0.174688064;-0.958192226;-0.185378716;0.502442106;0.00469582;-0.107926807;-1.145379657;1.037165871;-1.162979481;1.109906806;-0.505432889;0.020677657;1.085873299;0.008602704;-0.354561929;-0.684833227;-0.982665821;-0.131255053;-0.13116414;-0.637363152;2.562473775;-0.164092442;-0.383280219;1.315420291;0.687339857;0.539116962;0.333090802;1.015737602;-0.329970417;-0.317646861;-0.510263787;0.075454128;-0.12776519;-0.124835332;0.728706414;-1.048554589;-0.881877722;-0.514093129;-0.45030084;1.253633819;-0.813469483;-0.93473245;-0.094290407;-0.04569319;0.224456832;0.589587252;-0.22084337;-0.773954499;0.625802066;-1.028604148;0.168644363;0.36656038;-0.977800511;-0.100278392;-0.857461136;-0.234238628;-0.96676737;-0.251277619;0.103479694;0.703921264;0.102997306;0.449044951;0.015576386;0.024590815;-0.494093062;0.797014949;-0.524393802;-0.184716683;-0.476506691;0.180499065;0.661930994;-0.025008427;0.273050542;-0.398113895;0.530229499;-0.202552229;0.093584471;-0.059277611;0.053848814;-0.090302533;-0.130292725;-0.213638618;0.461245352
UDP-hexose;-0.474563652;-0.008538691;-0.269599725;0.048128385;-0.243032236;-1.056643671;0.02757697;-0.168957823;0.039160775;0.142212882;0.332364416;-0.218121612;2.250625949;0.122344476;0.316484079;0.290936687;-0.016110186;0.045380993;-0.543120849;0.381300752;0.414641273;-0.505376532;-0.429403166;0.462568825;-0.054344572;-0.201118035;-0.019379752;0.243192772;0.098413631;-0.166100282;-0.53985385;0.221184326;-0.054796823;-0.308836137;0.095843434;0.097186899;0.223571617;-0.326219335;0.355536954;0.317505577;-0.08086402;0.36219177;0.151905794;-0.145979668;-0.127318461;-0.438192925;-0.268592576;0.198320159;0.038022423;-0.146237307;0.145391629;0.280049573;-0.078939407;0.018907279;-0.338010414;-0.188767515;-1.174791142;-0.091781838;-0.340680281;-0.037772998;0.366610288;-0.569343897;0.179205358;1.197321982;-0.472806419;-0.964885549;0.224696689;0.267500234;-0.42294073;0.196683964;0.328913942;-0.633696637;0.206678722;-0.391042636;0.045386751;-0.546401677;-0.007334573;-0.352308217;1.17641316;-0.352725515;1.151320292;0.579500663;0.027143783;-0.464363502;-0.285011802;0.06293831;0.18009906;-0.227984647;-0.305606023;0.64488931;-0.75990076;0.245462316;0.118044169;0.020408051;-0.329519931;0.196228725;-0.380905272;-0.695852365;-0.25927841;-0.374647891;-0.520044634;-0.37063144;4.070237493;0.097858216;-0.510955638;0.113770736;0.597300036;0.578438698;0.172560511;1.0921508;-0.547612987;0.076204715;-1.085646844;0.013028697;0.099574292;0.19534545;0.582457472;-1.172809143;-0.913787382;-0.308601153;-0.800794099;1.019465209;-0.91618547;-0.026554861;0.453533796;-0.11346474;0.41611483;0.737376017;-0.244749372;-0.157742126;0.714209649;-0.569326204;0.437059706;0.48990167;-1.180649601;-0.267955493;-1.099441798;0.192466286;-1.182266142;-0.262293615;-0.222273663;0.684972815;-0.290143129;-0.017056875;-0.015111307;-0.072855196;-0.024614788;0.382778921;-0.271265548;-0.024969206;-0.170054261;-0.112097485;0.449746937;-0.1210249;0.122172847;-0.427975822;0.122721042;0.035536998;0.50355049;0.246490295;0.451351249;0.259254086;0.217436312;0.048248999;0.507731326
