ions;SNF3_untreated;car1_untreated;NPY1_untreated;MSW1_untreated;RNR4_untreated;GRX5_untreated;aah1_untreated;AMD2_untreated;MSM1_untreated;URA1_untreated;GPR1_untreated;IMD4_untreated;RNR1_untreated;LEU1_untreated;URA10_untreated;LPD1_untreated;FUM1_untreated;CHO1_untreated;FUN26_untreated;DAL7_untreated;ALD5_untreated;FCY21_untreated;NIT1_untreated;uga1_untreated;pnp1_untreated;CIT2_untreated;CRD1_untreated;FUI1_untreated;AVT3_untreated;TPN1_untreated;HOM6_untreated;PHO84_untreated;BNA4_untreated;FBP1_untreated;RGT2_untreated;LSC1_untreated;PUT1_untreated;FAA2_untreated;NIT2_untreated;GLR1_untreated;SUC2_untreated;ODC2_untreated;ADH3_untreated;FEN2_untreated;PNC1_untreated;HOM2_untreated;AVT1_untreated;SHM1_untreated;ERS1_untreated;DIC1_untreated;ALD4_untreated;BAP3_untreated;RBK1_untreated;hmg2_untreated;FUR4_untreated;BNA3_untreated;AAT2_untreated;MST1_untreated;ILV1_untreated;YCF1_untreated;ADE8_untreated;MLS1_untreated;IZH2_untreated;ARO1_untreated;MEP2_untreated;BAT1_untreated;STE2_untreated;IMD2_untreated;TAT1_untreated;GDA1_untreated;LYS12_untreated;STR3_untreated;GAP1_untreated;ALT1_untreated;VBA1_untreated;VBA2_untreated;LEU4_untreated;GCV2_untreated;FUR4_estradiol;AVT1_estradiol;ARO1_estradiol;LYS12_estradiol;VBA1_estradiol;MSW1_estradiol;uga1_estradiol;MST1_estradiol;IMD2_estradiol;GAP1_estradiol;SUC2_estradiol;BNA4_estradiol;HOM6_estradiol;GPR1_estradiol;MSM1_estradiol;WT_estradiol;CHO1_estradiol;BNA3_estradiol;SNF3_estradiol;STR3_estradiol;VBA2_estradiol;FUM1_estradiol;FCY21_estradiol;hmg2_estradiol;RNR1_estradiol;ALD5_estradiol;NIT1_estradiol;LEU1_estradiol;ADE8_estradiol;RNR4_estradiol;FEN2_estradiol;PHO84_estradiol;RGT2_estradiol;ODC2_estradiol;BAT1_estradiol;GCV2_estradiol;NPY1_estradiol;YCF1_estradiol;FUI1_estradiol;GRX5_estradiol;AAT2_estradiol;LEU4_estradiol;MLS1_estradiol;STE2_estradiol;ILV1_estradiol;DAL7_estradiol;LSC1_estradiol;MEP2_estradiol;TPN1_estradiol;AVT3_estradiol;URA10_estradiol;BAP3_estradiol;pnp1_estradiol;FBP1_estradiol;RBK1_estradiol;FUN26_estradiol;IMD4_estradiol;NIT2_estradiol;CIT2_estradiol;AMD2_estradiol;ALT1_estradiol;aah1_estradiol;SHM1_estradiol;DIC1_estradiol;TAT1_estradiol;ALD4_estradiol;URA1_estradiol;ADH3_estradiol;HOM2_estradiol;PUT1_estradiol;PNC1_estradiol;FAA2_estradiol;GLR1_estradiol;ERS1_estradiol;IZH2_estradiol;LPD1_estradiol;CRD1_estradiol;GDA1_estradiol;car1_estradiol;thaumatin;hydroxyurea;alphafactor;pentostatin;fluvastatin;aminooxyacetate;dmso;atorvastatin
Valine;-0.116841284;-0.597776795;0.024266184;0.238454576;-0.261889426;0.371629111;-0.389827116;0.448546768;-0.124886868;1.239625533;0.240363827;0.142945742;0.77975305;0.727755472;-0.520373082;0.128675862;0.416036238;0.470444104;-0.612496162;-0.027700006;-0.020409384;0.007700882;0.15983342;0.240610191;0.107271961;0.504297719;0.708340813;0.715933787;0.408637847;0.358184982;0.068435561;0.238555646;0.540586688;0.404164087;0.122479737;-0.306513043;0.324654073;-0.339924244;-0.005482562;0.235527885;0.391438538;0.282427609;-0.152616458;0.817729192;0.524860081;0.520536649;-0.024051131;0.62115443;-0.230316967;-0.038156177;-0.449075178;0.272828005;0.667515662;0.128642165;0.558228589;-0.795423286;0.547741241;-0.472970985;2.350231509;-0.070851068;-0.084342496;0.019562112;-0.202848345;0.97506434;-0.299751952;-1.630779101;0.559717163;0.039493127;0.46395261;-0.173642137;0.266383948;-0.412943708;-0.293511012;0.289484814;-0.200484555;0.336787366;-0.341344027;-0.147045434;-0.007366209;0.525383913;0.630851017;0.030993569;-0.145876973;0.165883654;0.251426261;-0.132448655;0.113068855;-0.206008773;0.516111305;0.036435732;-0.215749111;0.305117976;0.303416887;-1.260551491;0.60788245;-0.089623176;0.17257596;-0.423406164;0.209999611;-0.010376205;0.084626706;-0.119511751;0.341159988;0.021973599;-0.181239647;0.256266737;0.456266633;0.116028856;0.303587418;0.76223031;0.057681386;0.518999304;0.210381862;0.292676516;0.414240738;-0.112046884;0.751623554;-0.275017205;-0.313050745;0.392941276;-0.240748961;0.3125948;0.752695992;-0.038564416;0.085835656;-0.019000234;0.10895;-0.261985594;-0.039558462;0.012640268;0.17264655;0.179194018;0.113274657;-0.116992726;0.222790144;-0.174580654;-0.047469608;0.650444514;-0.169561012;-0.198425278;-0.039935949;0.180425814;0.682743492;-0.044970083;0.367038276;0.502718423;0.454536342;-0.069703816;-0.099336053;0.01340396;-0.061176418;0.016803008;-0.031006279;-0.041903671;0.167753276;0.001643537;0.163087834;0.357487275;0.127927708;0.507592029;0.395204995;0.584481993;0.440861534;0.389442411;0.384623603
Succinate;-0.447219467;0.185943368;-0.199900241;-0.516055098;-0.022966182;-0.413779812;-0.290338931;-0.500904926;-0.404543752;0.344646466;-0.066892573;-0.363856177;-0.328876307;0.802965266;0.221590166;0.102831775;0.142783275;0.388830111;-0.143084694;0.793598355;0.357135056;-0.063942616;-0.535663607;0.40418109;0.129407352;-0.592051588;-0.027684448;0.456223253;0.032645788;0.115703211;-0.463125736;0.241127832;-0.06146426;0.075948088;0.274543836;-0.067237273;0.159782657;0.173514108;0.343748565;0.003189503;-0.432815441;0.102924311;-1.119656735;-0.105246503;-0.212943579;-0.676490753;-0.112065685;-0.033257169;-0.037840511;-0.371226281;0.431146853;-0.037540141;-0.556339186;-0.060252599;-0.339055928;0.014485245;-0.39950339;-0.290776034;-0.573467464;-0.030089212;-1.008717946;-0.107009522;0.211223358;0.33423934;-0.717677078;-0.483856398;-1.633033754;0.034063216;-0.404602062;0.108088796;0.812647882;-0.883980859;-0.048717999;-0.492661095;-0.174480578;-0.573867485;-0.53934504;-0.230074876;0.626952856;-0.61620574;0.268263669;0.974236774;-0.160052197;-0.827919153;-0.120147939;-0.192952489;-0.237798595;-0.300178157;-0.895194205;0.952966288;-0.903452233;-0.12819633;-0.742718874;1.155576281;-0.007751371;0.243004368;-0.518785722;-0.941200379;-0.562753895;0.352266077;-0.126947433;-0.482459412;0.315386803;-0.159855142;-0.252939762;1.070138288;-1.036562625;-0.099899631;0.36362911;0.041318237;-0.134245539;-0.504527748;-0.465671061;0.280286277;0.175887245;-0.181024592;0.997203331;-0.195729061;0.276807984;-1.026931852;0.193571006;-1.612832852;-0.928055864;0.79483877;-0.002078902;-0.544600073;0.051312762;0.333226118;0.070656117;-0.158591102;0.463087119;0.047038499;-0.228166898;0.12744743;-0.639433979;0.21603318;-0.050612983;-0.508807211;-0.320186933;-0.111895957;-0.262339728;-0.397369822;-0.251108648;-0.115059487;0.708191355;-0.767081974;-0.846564468;0.742092287;-0.495803016;-0.122118237;-0.303169988;-0.012751494;0.183225552;-0.183328231;0.023460811;0.126878156;0.420042271;-0.055282692;-0.131402502;-0.072208791;-0.049058461;0.378603395;-0.062713663;-0.254013508;0.111533059
Threonine;-0.365292216;0.304916094;-0.133091953;-0.193477916;-0.114328848;0.373048647;-0.271788098;-0.039809217;-0.116066843;0.227235068;0.912763898;-0.249492186;-1.555413854;0.854945425;0.20250044;0.106655568;-0.074985474;1.329054857;0.088983443;0.057482286;0.090590702;-0.44691464;-0.184626594;0.719949393;0.214553139;0.151771571;0.366905535;1.059744548;0.276233473;0.002097135;-0.110259993;0.110811643;-0.148979304;-0.300656215;0.101355354;0.546874982;0.181857807;0.134366501;0.748960817;0.198088338;-0.065902048;0.056392291;0.487647678;-0.39237794;-0.192631593;-0.17981647;-0.68777726;-0.020472073;0.303535841;-0.480973709;0.668432664;0.07368058;-0.323983582;-0.03309139;-0.193098315;0.323810392;-0.631354504;0.365688826;-0.270646114;0.055715512;0.479209935;-0.179951423;0.251062547;1.161437631;-0.261736019;-0.672681209;-1.476414694;0.119564133;-0.449263698;0.159389896;0.963854233;0.258066389;0.310031718;-0.425163576;0.211176082;-0.70001055;-0.036816947;0.293256792;0.835423483;1.006768933;1.350599956;1.220462742;0.415125622;-0.251076607;0.155303672;0.425287376;-0.034108744;0.178917946;-0.250654637;0.452143252;-0.211384279;1.024275659;-0.050768921;-1.035654762;0.677948127;0.737615065;-0.035963413;0.39376745;-1.101064262;0.413709525;-0.663523386;-0.237733033;-1.359719266;0.343571094;-0.056429915;1.113676519;0.409635023;0.407423835;0.5129278;0.062122564;0.001479712;-0.569878943;-1.018514802;-0.112404845;0.161392203;0.305373077;1.150741081;0.746883667;-0.285002312;-0.323677119;0.021995759;-1.772547172;-1.182303296;0.105834866;0.462555813;0.208050837;0.498119819;-0.102455964;0.09957052;0.123606135;0.658762366;-0.796627108;0.533798623;0.670443508;-0.069382736;0.588348631;-0.294852104;0.163405168;-0.894410407;-0.284547698;0.172456433;-0.257676377;-1.737917709;0.376294612;0.147845761;-0.106478681;0.437527629;0.782320757;-0.167944224;0.535391305;-0.048795512;-0.069266916;0.515718923;0.007625742;0.42886865;0.089855551;0.501375696;0.329446057;0.199790647;0.300900106;0.324403853;0.355656671;0.265197763;0.300488768;0.215324174
Mercaptopyruvic acid;0.001917849;0.748940021;-0.323104822;0.067911255;0.248466308;-0.77045772;0.690335762;-0.145323027;0.010513088;-0.194994506;-0.148731677;-0.452422569;-0.623687879;-0.526031191;-0.341424311;-1.038170732;0.108319032;-0.15881276;1.904314395;-0.631927636;0.62291745;-0.192132068;0.67899184;-0.023819977;1.198409373;0.177000986;0.552593968;-0.814911967;-0.412529833;-0.530362582;-0.250019807;0.333299819;0.279639616;-0.854536077;-1.075208814;0.771805465;-0.137287753;0.450603514;0.06177655;-0.203056452;0.160725817;-0.187087036;-0.676841952;-0.649684434;-0.562010041;-0.664518476;-0.120779793;-0.176702813;-0.085599881;0.022454104;1.000239814;-0.53809684;-0.535284278;-0.053787182;0.012632435;0.984326953;-0.039209797;0.816028261;0.177357418;0.340300352;-0.586917628;0.394939052;-0.095204264;-0.365866822;0.876140858;0.357241652;0.109403148;-0.565797362;0.01262201;-0.256008596;-0.257878173;1.028126142;-0.437923136;0.195345343;0.283801364;-0.39464283;0.935211601;0.602391377;-0.331012854;1.327848289;-1.222349881;-0.28312344;0.461374737;1.131201931;0.171147645;-0.09991707;-0.133545475;-0.05659589;-0.662167015;-0.17355243;0.950215151;-0.236905134;-0.805378555;-0.253020578;-0.097540382;-0.58740562;-0.354227392;0.70881277;-0.555234145;0.374554185;0.259623688;0.612215339;-0.207110861;0.72343393;0.974744051;-1.132582464;-0.485435262;0.249557004;-0.769867056;-0.543499783;1.001583234;-0.367284408;0.856851793;-0.420358923;-0.536841411;0.037904672;-0.623247789;0.275281814;0.070254163;-0.103703787;0.659649939;0.756352901;-0.264282078;0.155055858;-0.451951274;0.179672931;0.446328146;-0.285637151;-0.204185865;0.59479685;-0.387067077;0.049662364;-0.269256624;0.317748834;0.431154098;0.961076061;0.641112598;-0.914766945;0.508415823;0.907956998;-0.035673687;-0.171455132;-0.169139558;-0.321999434;-0.266846559;-0.528362454;-0.22853333;0.213099092;-0.146693368;0.683014502;0.632478784;-0.243114461;-0.273677887;-0.004999424;-0.082529484;-0.164317764;-0.096638967;-0.166550725;-0.205324182;-0.217651752;-0.177526957;-0.166674122;-0.143710412;-0.192599337;-0.157569898
3-(Methylthio)propionic acid;0.777440453;0.578775505;0.566724137;0.304682483;0.548622333;0.252498188;0.496888077;0.347594996;0.578349341;0.078812333;0.314644631;0.045817126;0.552850613;-0.523765002;-0.091933783;-0.357381952;0.25739671;-0.22178834;0.882909283;-0.35685166;0.198549786;0.291941393;0.79713548;-0.42336431;-0.35939389;0.198432514;0.023111019;-0.171572435;-0.12209097;0.068802555;-0.123007741;-0.082939024;-0.034804071;-0.224362224;-0.041838351;-0.298975334;-0.114545275;-0.001640298;-0.545976983;-0.231490056;-0.155427533;-0.068594411;-0.166219558;-0.072606477;0.020446488;-0.134940126;-0.458784914;-0.059407658;-0.375989851;0.005607571;-0.264307842;-0.40805451;-0.085608605;0.273167431;0.176712873;0.202854431;0.134042089;-0.020049187;0.58877105;0.460999628;-0.260294655;0.235034753;-0.304398544;-0.527038764;0.580705994;0.575000564;0.47724748;-0.168432934;0.306678401;0.166098001;-0.344805807;0.789751281;-0.506006286;0.20198759;0.593953384;-0.250785791;0.309196208;0.78574159;-0.699482218;0.515611395;-0.78769494;-0.845095017;0.625387833;1.038669388;0.208865366;0.531849702;0.166171724;0.683430132;0.677834555;-0.521220249;0.429959076;-0.60670599;0.235777982;-0.689685276;-0.030847107;-0.670028137;0.176907948;0.667881707;0.058476023;-0.118020019;0.856997874;0.727528941;-0.18029622;0.073576382;0.49774374;-0.675978751;0.211045872;0.079204359;-0.207458853;-0.381818952;0.434975984;-0.018646264;0.495224025;-0.045159458;-0.187288718;-0.960219428;-0.340195357;0.477078513;0.336748366;-0.012825699;0.080836419;0.48779751;0.510827694;0.568385981;-0.3898571;0.362831014;0.349654391;0.067490013;0.062361457;0.771844212;-0.615247516;0.394934896;-0.387373479;-0.202450958;-0.151900549;-0.571391663;0.968332433;-0.501436778;0.828429944;0.525710308;-0.201080819;-0.481468832;-0.449841002;-0.075549665;-0.082890549;-0.248680979;0.264889567;-0.113861074;-0.183882768;0.326198546;0.299674623;0.276915647;0.202465427;0.09944807;0.01567618;0.21948768;-0.427761577;-0.072229942;0.550553833;0.076684793;0.138485918;0.101332749;0.107071857;0.251939011;0.497935279
Phenylacetaldehyde;-0.116697691;0.181924767;-0.35115307;-0.718864399;0.223781822;-0.466284971;0.061631857;0.121896518;-0.048015121;-0.049309353;0.510021778;-0.103369532;-0.629288549;0.435205685;0.068247061;-0.231840603;-0.10431627;-0.070244223;-0.034082401;-0.274516922;0.042675412;-0.090099471;-0.062809439;0.39320131;0.210266876;-0.220893192;0.05030645;0.077875627;-0.090886388;-0.228604543;0.191914838;0.080023264;0.131555742;-0.45780688;-0.379608155;0.113645077;0.367124164;0.359239941;-0.557843135;-0.252710684;-0.120953563;-0.089403064;0.816457917;-0.223399307;-0.386765755;-0.265004878;-0.42886377;0.184516608;0.255827974;0.522552362;0.50349758;-0.391966971;-0.055074242;-0.254086829;-0.006621879;0.607036643;-0.408065965;-0.219596766;0.400754061;0.519900308;-0.358876959;-0.488652364;1.230454936;0.192352461;0.956142868;0.514084499;-0.43754688;0.323528663;-0.135334035;-0.417688201;-0.10006041;0.114051308;0.43639064;-0.162731091;-0.027452948;-0.342673814;0.34772797;0.180378898;-0.409287704;-0.286046209;0.622063534;0.807121113;0.350736603;-1.053284118;0.273449592;0.811959424;0.488598621;0.563547666;0.436192125;0.318130997;-0.478683968;1.104483025;-0.077541048;-0.762650382;-0.177509652;0.52401539;-0.137725986;-0.533063061;-0.259837221;0.150255451;-0.005273514;-0.213696266;-0.365482701;0.899993111;0.508305405;0.315311831;-0.491462934;0.344952841;-0.581631399;-0.289135268;-0.551678369;-0.488259587;-0.802669322;0.200987284;-0.373359784;0.909231314;0.158591604;-0.865522745;-0.267749182;1.043879904;-0.928226084;-0.821167059;0.635797744;-0.959907943;-0.272375691;2.165431261;-0.545681528;0.100872985;-0.140689175;-0.742831345;0.089204754;-0.995775443;0.177323914;-0.207038468;-0.567301699;-0.19153725;-0.190100839;0.037066718;-0.184707929;-0.595726023;0.766566607;2.063742118;1.157183036;2.240268384;0.628483329;0.826949578;-0.511672601;0.225838486;-0.623295699;0.380908989;-0.320952299;0.046869837;2.291208221;-0.269991106;0.063827173;-0.241284539;-0.60898416;0.385851833;0.19456308;0.383123164;0.363345947;0.210224741;0.291994622;0.3451473;0.223541099
Cys;0.705682408;0.093873766;0.112743507;0.238576189;-0.272123767;0.47862706;-0.166846833;-0.055965864;0.331223394;-0.110245856;-0.26310829;0.40061304;0.401842911;0.24820294;0.126061598;0.767410239;0.073771785;-0.433813383;-0.705744013;-0.568118129;-0.388966277;-0.214555973;-0.424797363;-0.14525051;-0.522237484;0.253377302;-0.535547478;0.277499131;0.116827049;0.226499382;0.003512335;-0.592685292;-0.302326152;0.407715421;0.540596817;-0.911974082;-0.01498516;-0.505436177;-0.838010023;0.28193795;0.376302624;0.298338143;-0.279066326;0.876025327;0.615368467;0.157832558;0.712199598;0.399859264;0.0990059;0.010880651;-0.468093898;0.362633253;0.605029049;0.157625721;0.514525988;-0.971510545;0.848135682;-0.585514965;0.11145099;0.190053557;0.585731776;0.222732611;-0.55141868;-0.028463176;-0.125279341;0.026733301;0.593516439;0.322567719;0.211356599;0.273986279;0.046419767;-0.386620923;-0.198822961;-0.211229013;0.308808432;0.220851883;-0.240487186;-0.193536098;0.054084462;-0.448282006;0.396193253;-0.178051084;0.208766544;0.082436713;0.215276921;0.299112078;0.212142993;0.103729769;1.102503181;-0.23216937;-0.044740449;-0.271482805;0.559180898;-0.494636003;-0.129207644;-0.290305431;0.2292827;-0.440903029;0.037853913;-0.590222064;0.204811423;-0.191005099;0.461725297;-0.175201827;0.033184349;0.189216935;0.481492177;-0.213694776;-0.015505377;0.22586294;0.093110481;0.636433433;-0.374586125;-0.318247397;0.058442961;-0.064463585;0.408358717;-0.500349601;-0.014892329;-0.011455657;-0.060758622;0.210914338;0.332394933;-0.675163405;-0.227256331;-0.174401206;0.075960708;0.14800141;-0.082036561;0.359665496;0.217746387;0.312348207;0.147814025;-0.254494789;0.10049651;-0.291734551;0.231647727;0.168147654;0.275067374;0.320280416;0.120797152;-0.235832069;0.299470182;0.101351838;-0.010244078;0.179381442;-0.025299258;-0.15192555;0.168647661;-0.344529333;0.02582186;0.543706397;0.503962623;-0.012035049;0.096006765;0.06915011;-0.294418869;0.310072483;0.187681528;0.379821515;0.333387938;0.315931706;-0.006780898;0.241386005;0.15990335
Benzamide;-0.698102852;0.106364399;-0.914366216;0.562593073;0.061489818;-0.007078716;-0.129807059;0.294223758;0.064821701;0.659270113;-0.109658157;0.367911642;0.220220689;0.244758934;-0.032739066;-0.183751528;0.202231196;0.277833815;-0.775142125;0.067326894;0.50527945;-0.335142927;-0.151435335;-0.103351062;-0.224451641;0.378795437;0.165878753;0.339067733;0.673757851;0.448031979;0.040558836;-0.22796533;-0.095300556;-0.062335153;0.344337732;-0.765324926;0.573762383;0.037205702;-0.126078115;0.308385276;-0.410290671;0.021439855;-0.113214987;0.685151043;0.756210883;-0.218846319;-0.669336445;0.030778948;0.336078606;-0.259477432;-0.683844559;-0.041054019;0.163526429;-0.013950379;-0.167181522;-0.114231514;0.177034731;0.268940891;0.75673133;-0.009535006;0.112717938;-0.684308998;-0.802894598;0.095392355;-0.440347591;0.174074938;-0.395765116;0.211067379;0.575696753;0.443647474;0.270654944;-0.301449759;-0.254542649;-0.753906952;0.192551387;0.437353666;-0.284650753;-0.259687509;-0.569112699;-0.237215569;-0.448926673;-0.247699257;-0.428992011;0.018750985;0.221749925;-0.076750893;0.454960109;-0.305570418;-0.019003741;0.393236552;0.058727819;0.091249183;0.231749932;-0.185117456;0.289310223;0.02857505;-0.134525189;0.375171916;0.113708319;0.428459028;0.080890665;0.174603664;0.155219204;0.543898955;0.303103405;0.228349195;0.278139602;-0.360357768;-0.27338825;-0.841639794;-0.037067474;0.320252243;0.284312749;-0.48807217;0.200129032;-0.831266873;-0.11368466;0.051789986;0.394461531;0.340152125;-0.271939958;0.140212053;0.123525536;-0.643530739;-0.489685757;0.222729885;3.021715752;-0.398106079;-0.099257021;-0.26581892;0.458965981;0.234134002;-0.254028215;0.286016736;-0.150030541;-0.575827975;-0.38237887;0.560367509;-0.643319765;-1.021460811;0.164884856;0.192647925;0.079622372;-0.514646676;0.132717439;0.076774709;-0.083078697;-0.084680009;-0.123932259;-0.715627693;0.372987223;1.4556035;-0.169852324;-0.084760977;-0.287237344;0.250502183;0.319054655;0.116797431;-0.019352811;-0.031705955;0.450996462;-0.021478083;0.098998277;0.225717624;0.342209099
Benzoate;-0.977266725;0.426887074;-0.465360301;0.015003915;-0.264479342;0.117179388;-0.164302222;-0.039014615;-0.094364036;0.011500894;-0.490960275;-0.180232629;-0.766696175;0.756079742;-0.331829801;-0.029468513;0.412045464;-0.736211715;0.076143293;-0.169814316;0.196397077;0.609252775;0.145352109;0.369115505;-0.141125319;0.036610418;0.143247764;-0.143415766;0.056642326;0.727427082;0.268025802;-0.547983429;0.933186889;-0.042592657;-0.235445298;0.678267564;0.03396426;-0.321182994;-0.358590716;-0.221138792;0.256260111;0.020729844;0.361657518;0.47321289;0.189858965;0.234211132;-0.381346982;-0.281356439;-0.061809992;-0.52476641;-0.387166912;-0.04803546;-0.285304409;0.435683897;0.510267697;0.155618902;0.171703106;-0.027374897;1.228563047;0.384551012;-0.6647004;0.488980628;0.451766904;-0.545981502;-0.205962282;0.898881333;0.426157423;0.098279615;0.487740627;-0.196431527;0.421837154;0.194155625;-0.071527566;0.426891421;0.083311911;-0.349474803;-0.356946504;-0.031645064;-1.008891281;0.018343899;0.332138272;0.388959309;-0.069112617;0.563626594;0.082612496;0.24925934;-0.239778632;-0.522542999;-0.028605148;0.123718682;0.109547952;-0.059632119;-0.065965486;-0.564401226;-0.369858929;0.161132705;-0.0264829;0.230374996;-0.113784811;0.153708679;-0.312946412;0.193288823;-0.587969787;-0.038404827;0.774834584;-0.133841033;-0.05831363;0.298576719;0.207468308;0.136805992;-0.38329506;-0.033150721;0.335293771;1.738894482;-0.24628063;-0.318668596;0.14432459;0.890846363;0.186053355;0.062617634;-0.066178263;-0.189426915;1.860265518;-0.274558902;-0.193947125;0.62590616;0.493221303;-0.450304816;0.379976281;-0.027655303;0.4622821;-0.332756751;1.273134947;-0.278763053;-0.018843888;-0.060862025;0.019203867;-0.094140403;0.426840233;-0.097092117;-0.196537826;-0.090783554;0.714281166;-0.475768023;-0.252310502;-0.027139953;0.127198157;-0.065912206;-0.648358027;-0.257109592;-0.022564786;-0.115454396;-0.383990023;0.318361046;-0.209983468;-0.110116628;-0.009804354;-0.266466966;-0.294115518;-0.313357495;-0.323096388;-0.29996357;-0.303771878;-0.269803657;-0.303288471
Nicotinamide;-0.649035658;-0.086413172;-0.201784942;-0.532784568;-0.036822811;-0.142110589;-0.083122605;-0.15499639;-0.093617614;-0.153764298;-0.05450418;-0.162883911;-0.352241916;0.041007883;0.059466257;0.75175268;0.267392958;0.020912644;2.875182188;-0.076275679;-0.035960773;-0.329352801;0.047239577;0.341547001;0.223805122;-0.291018059;-0.032914319;0.340129977;0.201423579;0.013701431;-0.077503105;0.22446784;-0.195246216;-0.11703441;-0.004746124;0.230269847;0.069259313;-0.171540695;0.328645964;-0.021451868;0.108523259;-0.215536957;0.272146553;0.354614239;-0.440492755;-0.576094334;-0.267381213;-0.054475517;0.116422644;-0.241017167;0.552513392;-0.128485039;-0.443086566;-0.117680032;0.366594382;0.430422277;-0.429068283;0.224667338;0.039185268;-0.118515932;0.03292148;-0.187923888;-0.193510076;-0.607613035;-0.389655668;0.366785327;-0.407186536;-0.368021782;-0.134969702;-0.067976437;-0.277874247;-0.31564788;0.094946356;-0.4637148;-0.320603727;0.35856554;-0.429005599;0.090057851;-0.496204676;0.491174551;-0.061901671;1.008024397;-0.043857244;-0.548442503;0.983377597;-0.000283418;0.160526141;-0.15969057;-0.335051089;0.159624608;-0.315215174;-0.248142076;-0.190071465;-0.259991001;0.0262172;0.393169488;0.250076476;-0.538343258;0.03551187;-0.065324551;-0.643154963;0.021825646;0.165617343;0.089410278;1.139979331;0.065329899;-0.153064643;0.808191435;0.41701445;0.473107194;-0.833053338;0.069556746;0.284345441;-0.312078418;0.172886008;-0.45214639;0.267708155;0.14316297;-0.583232225;0.108629434;0.095432897;0.194415976;-0.110266285;-1.06011797;-0.217709987;-0.396235455;0.089842975;0.368598505;-0.307627014;-0.533438424;0.653138693;-0.388375358;1.020016628;0.327060999;-0.171274714;-0.198399207;-0.551976895;-0.352724505;0.529164304;0.021268891;0.099447587;-0.087075457;0.043171095;0.757664049;-0.854517352;0.057537684;-0.093532764;0.471585451;-0.154443172;0.462809938;0.054412295;-0.058630112;0.319968785;0.361870208;-0.279722452;-0.024461276;0.237840464;0.502475216;-0.070619933;0.256706966;-0.036151695;-0.09125233;-0.204548459;-0.010057782;0.158581716
Thymine;-2.321499208;-0.901335345;-1.456418213;0.056648975;-0.099395956;1.435475762;-0.023156517;-0.04803943;-0.285368426;0.648458675;-0.205160785;-0.070444725;0.013355185;0.210858998;-0.374924413;0.179490938;0.272867373;0.431453537;-0.114840414;1.264426853;0.919347752;0.141621356;-0.101372312;0.914134108;0.047338706;-0.454841067;0.345051452;0.809150449;-0.000904173;0.320832593;0.655307981;-0.004691655;0.366349631;0.463913342;0.183619003;0.436503371;0.50461673;0.271196586;0.473510774;0.027075827;-0.147403302;-0.170114357;2.001581982;-0.019443518;-0.138397616;0.476594465;-0.232652384;0.040413801;-0.33079002;-0.318296879;-0.364479362;0.180739884;-0.29761236;-0.042964549;0.018360507;-0.025120925;0.207196158;0.269185761;0.260482989;0.315601668;-0.26934626;0.229516012;0.302012554;0.293412659;-0.165821869;-0.068117763;-0.066449968;-0.019126547;0.088541504;0.413197988;0.81217894;-0.281161392;-0.413003156;-0.395363222;-0.230995189;0.025733487;-0.255428799;-0.526687727;-0.685063002;-0.583002871;-0.023554881;0.034358049;0.466987481;0.427757478;-0.202439462;-0.27793422;-0.047584154;0.356935388;-0.117771953;0.58209936;-0.47186995;-0.53128978;-0.176347643;-1.228523894;0.555349979;0.114939032;0.290990791;-0.376928603;0.503681912;0.963644882;-0.400910544;-0.290993125;0.36152573;0.480704919;0.112922392;0.70128999;0.092804882;0.373506087;0.445866601;0.192473599;-0.539611789;0.381391605;-0.541318785;0.622987353;-0.081282497;-0.12574995;0.309963365;1.806898572;0.46821908;-0.026262849;1.320234424;-0.682315026;-0.232900381;1.687388595;0.135310298;-0.306140234;0.36101755;0.570936388;0.890553419;-0.830539753;0.459940844;-0.370786706;0.766200818;-0.117985621;-0.30617121;-0.126469015;0.034978515;-0.035346611;-0.62117776;-0.636434201;-0.097367409;0.269256382;-0.226633286;0.426719503;-0.025152918;1.00438359;0.393047029;0.617684891;-0.304568475;0.207805141;0.061931324;-0.555053984;-0.108353667;-0.151343192;-0.329676935;0.828386052;0.709450304;0.200326619;-0.43331411;-0.070726725;0.0632703;-0.078069028;-0.181473125;-0.275699344;-0.135583733
